video_id,gloss,split,signer_id,video_path,exists,label
65889,help,train,90,..\data\videos\65889.mp4,True,858
69375,if,train,115,..\data\videos\69375.mp4,True,902
56798,talent,train,12,..\data\videos\56798.mp4,True,1749
65189,birth,train,89,..\data\videos\65189.mp4,True,192
6551,blanket,train,38,..\data\videos\06551.mp4,True,198
49890,sculpture,train,12,..\data\videos\49890.mp4,True,1518
23548,friday,val,11,..\data\videos\23548.mp4,True,746
4590,background,val,12,..\data\videos\04590.mp4,True,136
27793,homework,train,21,..\data\videos\27793.mp4,True,875
58389,ticket,train,13,..\data\videos\58389.mp4,True,1810
38232,next,train,4,..\data\videos\38232.mp4,True,1159
40840,paint,val,11,..\data\videos\40840.mp4,True,1229
1398,africa,val,41,..\data\videos\01398.mp4,True,31
65327,chain,train,101,..\data\videos\65327.mp4,True,312
26839,headache,val,11,..\data\videos\26839.mp4,True,845
7431,boxing,train,59,..\data\videos\07431.mp4,True,224
39201,objective,train,10,..\data\videos\39201.mp4,True,1185
2619,announce,val,2,..\data\videos\02619.mp4,True,70
28584,ice cream,val,32,..\data\videos\28584.mp4,True,899
44136,pray,train,12,..\data\videos\44136.mp4,True,1322
41317,party,train,13,..\data\videos\41317.mp4,True,1239
18858,else,train,11,..\data\videos\18858.mp4,True,611
56846,tall,train,11,..\data\videos\56846.mp4,True,1751
9917,champion,test,4,..\data\videos\09917.mp4,True,315
65307,careful,train,89,..\data\videos\65307.mp4,True,294
4223,author,train,12,..\data\videos\04223.mp4,True,120
23279,fox,train,11,..\data\videos\23279.mp4,True,739
65248,brag,val,90,..\data\videos\65248.mp4,True,229
48160,ring,train,38,..\data\videos\48160.mp4,True,1466
69337,from,train,115,..\data\videos\69337.mp4,True,750
48340,robot,test,63,..\data\videos\48340.mp4,True,1473
4063,attract,train,32,..\data\videos\04063.mp4,True,111
2475,analyze,test,2,..\data\videos\02475.mp4,True,62
66526,society,train,108,..\data\videos\66526.mp4,True,1620
10968,class,train,36,..\data\videos\10968.mp4,True,348
43682,poor,train,13,..\data\videos\43682.mp4,True,1306
40637,overwhelm,train,39,..\data\videos\40637.mp4,True,1222
9775,cereal,train,6,..\data\videos\09775.mp4,True,310
36836,more,train,11,..\data\videos\36836.mp4,True,1114
46506,recent,train,12,..\data\videos\46506.mp4,True,1414
57253,telescope,train,6,..\data\videos\57253.mp4,True,1762
14645,danger,val,2,..\data\videos\14645.mp4,True,464
30946,japan,train,41,..\data\videos\30946.mp4,True,953
46293,ready,train,15,..\data\videos\46293.mp4,True,1408
33346,line,val,12,..\data\videos\33346.mp4,True,1028
19406,environment,train,19,..\data\videos\19406.mp4,True,631
29066,important,train,38,..\data\videos\29066.mp4,True,908
14685,dark,test,12,..\data\videos\14685.mp4,True,466
32293,last year,train,12,..\data\videos\32293.mp4,True,992
66665,train,train,93,..\data\videos\66665.mp4,True,1846
27883,honor,val,12,..\data\videos\27883.mp4,True,878
44602,prison,train,56,..\data\videos\44602.mp4,True,1349
24940,go,train,0,..\data\videos\24940.mp4,True,789
47106,religion,train,38,..\data\videos\47106.mp4,True,1432
21408,feed,val,4,..\data\videos\21408.mp4,True,692
11823,comb,train,10,..\data\videos\11823.mp4,True,372
56314,sweet,val,11,..\data\videos\56314.mp4,True,1734
39878,only,val,11,..\data\videos\39878.mp4,True,1205
14647,danger,train,13,..\data\videos\14647.mp4,True,464
69493,strong,train,117,..\data\videos\69493.mp4,True,1698
65242,bowling,train,99,..\data\videos\65242.mp4,True,222
19185,engage,train,21,..\data\videos\19185.mp4,True,620
25356,graduation,train,12,..\data\videos\25356.mp4,True,803
2854,anyway,train,11,..\data\videos\02854.mp4,True,75
3074,appreciate,train,12,..\data\videos\03074.mp4,True,83
64445,yourself,val,26,..\data\videos\64445.mp4,True,1998
49889,sculpture,train,11,..\data\videos\49889.mp4,True,1518
46266,read,train,37,..\data\videos\46266.mp4,True,1407
63122,while,val,13,..\data\videos\63122.mp4,True,1952
44235,pregnant,val,13,..\data\videos\44235.mp4,True,1330
29718,in,train,0,..\data\videos\29718.mp4,True,911
49432,say,val,11,..\data\videos\49432.mp4,True,1505
44900,promise,train,10,..\data\videos\44900.mp4,True,1360
44862,project,val,31,..\data\videos\44862.mp4,True,1359
38842,nothing,train,13,..\data\videos\38842.mp4,True,1175
66227,once,test,97,..\data\videos\66227.mp4,True,1202
17723,drink,train,10,..\data\videos\17723.mp4,True,568
31080,jewelry,train,11,..\data\videos\31080.mp4,True,956
47858,revenge,val,37,..\data\videos\47858.mp4,True,1460
17377,double,train,37,..\data\videos\17377.mp4,True,557
22114,fish,val,0,..\data\videos\22114.mp4,True,709
36744,monthly,test,2,..\data\videos\36744.mp4,True,1111
47913,review,test,12,..\data\videos\47913.mp4,True,1461
60046,turtle,test,15,..\data\videos\60046.mp4,True,1865
40803,pain,train,13,..\data\videos\40803.mp4,True,1228
36735,month,test,31,..\data\videos\36735.mp4,True,1110
16450,disappear,val,41,..\data\videos\16450.mp4,True,530
48891,rush,train,21,..\data\videos\48891.mp4,True,1488
9138,card,val,12,..\data\videos\09138.mp4,True,291
8626,calculate,train,4,..\data\videos\08626.mp4,True,270
62590,weak,test,11,..\data\videos\62590.mp4,True,1931
18552,eighteen,train,11,..\data\videos\18552.mp4,True,604
65284,cafeteria,train,89,..\data\videos\65284.mp4,True,268
27281,her,test,11,..\data\videos\27281.mp4,True,859
44625,private,val,31,..\data\videos\44625.mp4,True,1350
59673,trip,val,12,..\data\videos\59673.mp4,True,1854
52203,skirt,val,10,..\data\videos\52203.mp4,True,1597
1992,all,train,10,..\data\videos\01992.mp4,True,48
17931,dry,train,52,..\data\videos\17931.mp4,True,574
40528,overcome,val,37,..\data\videos\40528.mp4,True,1220
19051,empty,val,21,..\data\videos\19051.mp4,True,616
5644,bed,train,12,..\data\videos\05644.mp4,True,164
2915,apostrophe,train,11,..\data\videos\02915.mp4,True,78
64427,your,train,2,..\data\videos\64427.mp4,True,1997
44534,princess,train,11,..\data\videos\44534.mp4,True,1343
55369,study,train,10,..\data\videos\55369.mp4,True,1704
50317,senate,train,19,..\data\videos\50317.mp4,True,1529
37647,narrow,val,2,..\data\videos\37647.mp4,True,1141
18569,eight,train,1,..\data\videos\18569.mp4,True,603
65641,erase,test,98,..\data\videos\65641.mp4,True,633
44202,predict,train,31,..\data\videos\44202.mp4,True,1328
12678,connect,val,10,..\data\videos\12678.mp4,True,401
51616,sign,train,4,..\data\videos\51616.mp4,True,1570
31237,joy,train,10,..\data\videos\31237.mp4,True,961
62000,vote,train,11,..\data\videos\62000.mp4,True,1908
34089,loud,train,48,..\data\videos\34089.mp4,True,1047
33466,listen,train,41,..\data\videos\33466.mp4,True,1034
43513,polar bear,train,12,..\data\videos\43513.mp4,True,1299
13745,cracker,val,4,..\data\videos\13745.mp4,True,437
66669,translate,train,98,..\data\videos\66669.mp4,True,1850
60970,upstairs,train,10,..\data\videos\60970.mp4,True,1884
47612,respect,train,10,..\data\videos\47612.mp4,True,1450
52441,slip,train,12,..\data\videos\52441.mp4,True,1604
65905,hope,val,96,..\data\videos\65905.mp4,True,880
40531,overcome,train,11,..\data\videos\40531.mp4,True,1220
20861,fake,train,2,..\data\videos\20861.mp4,True,675
55539,subtract,train,11,..\data\videos\55539.mp4,True,1706
64218,year,train,11,..\data\videos\64218.mp4,True,1991
53881,spin,val,11,..\data\videos\53881.mp4,True,1655
7420,box,test,11,..\data\videos\07420.mp4,True,223
19328,enter,train,21,..\data\videos\19328.mp4,True,629
61237,value,val,11,..\data\videos\61237.mp4,True,1891
52179,skinny,test,12,..\data\videos\52179.mp4,True,1595
54828,stink,train,41,..\data\videos\54828.mp4,True,1683
16525,disconnect,train,0,..\data\videos\16525.mp4,True,532
40806,pain,train,10,..\data\videos\40806.mp4,True,1228
8694,call,val,15,..\data\videos\08694.mp4,True,274
60762,university,train,6,..\data\videos\60762.mp4,True,1880
51621,sign,train,21,..\data\videos\51621.mp4,True,1570
21563,few,val,41,..\data\videos\21563.mp4,True,697
25920,guess,train,13,..\data\videos\25920.mp4,True,819
48731,ruin,val,31,..\data\videos\48731.mp4,True,1485
69226,bear,val,115,..\data\videos\69226.mp4,True,159
54556,stay,train,45,..\data\videos\54556.mp4,True,1676
66046,h,train,96,..\data\videos\66046.mp4,True,826
38085,never,train,36,..\data\videos\38085.mp4,True,1155
26950,hear,train,10,..\data\videos\26950.mp4,True,848
37202,much,train,12,..\data\videos\37202.mp4,True,1127
4426,awful,train,6,..\data\videos\04426.mp4,True,130
12161,compete,train,11,..\data\videos\12161.mp4,True,387
58579,tiptoe,val,11,..\data\videos\58579.mp4,True,1814
57380,tend,train,11,..\data\videos\57380.mp4,True,1769
23412,free,train,11,..\data\videos\23412.mp4,True,741
53876,spin,train,39,..\data\videos\53876.mp4,True,1655
8918,candy,val,39,..\data\videos\08918.mp4,True,285
27942,hop,train,10,..\data\videos\27942.mp4,True,879
37129,movie,train,11,..\data\videos\37129.mp4,True,1126
50245,selfish,train,32,..\data\videos\50245.mp4,True,1527
23668,front,test,21,..\data\videos\23668.mp4,True,752
58590,tired,val,38,..\data\videos\58590.mp4,True,1815
6300,binoculars,train,11,..\data\videos\06300.mp4,True,189
47724,restroom,train,10,..\data\videos\47724.mp4,True,1455
16927,divide,train,21,..\data\videos\16927.mp4,True,542
39511,often,train,10,..\data\videos\39511.mp4,True,1197
25977,guitar,train,38,..\data\videos\25977.mp4,True,822
6618,blend,val,11,..\data\videos\06618.mp4,True,199
65308,carrot,train,89,..\data\videos\65308.mp4,True,297
24589,giraffe,train,12,..\data\videos\24589.mp4,True,781
16354,diploma,val,11,..\data\videos\16354.mp4,True,525
49934,search,train,13,..\data\videos\49934.mp4,True,1520
28775,ignore,test,4,..\data\videos\28775.mp4,True,903
65171,believe,train,91,..\data\videos\65171.mp4,True,174
38587,none,test,36,..\data\videos\38587.mp4,True,1167
42709,pig,train,41,..\data\videos\42709.mp4,True,1281
65471,destroy,train,102,..\data\videos\65471.mp4,True,505
47112,religion,train,12,..\data\videos\47112.mp4,True,1432
39378,odd,train,2,..\data\videos\39378.mp4,True,1192
65016,activity,train,88,..\data\videos\65016.mp4,True,15
31687,kindergarten,test,33,..\data\videos\31687.mp4,True,975
24059,garage,train,11,..\data\videos\24059.mp4,True,766
15781,desk,train,12,..\data\videos\15781.mp4,True,503
66072,limit,train,103,..\data\videos\66072.mp4,True,1027
28144,hour,train,11,..\data\videos\28144.mp4,True,886
37582,name,train,13,..\data\videos\37582.mp4,True,1139
18898,embarrass,val,4,..\data\videos\18898.mp4,True,613
56309,sweet,test,13,..\data\videos\56309.mp4,True,1734
39510,often,val,10,..\data\videos\39510.mp4,True,1197
57531,test,train,15,..\data\videos\57531.mp4,True,1774
66411,rock,train,103,..\data\videos\66411.mp4,True,1474
41483,path,val,13,..\data\videos\41483.mp4,True,1242
14396,curtain,train,12,..\data\videos\14396.mp4,True,454
59959,turkey,train,11,..\data\videos\59959.mp4,True,1863
901,actor,train,11,..\data\videos\00901.mp4,True,16
1495,age,train,12,..\data\videos\01495.mp4,True,36
58836,tonight,train,13,..\data\videos\58836.mp4,True,1829
66704,understand,train,93,..\data\videos\66704.mp4,True,1876
9786,cereal,train,41,..\data\videos\09786.mp4,True,310
10093,chase,train,11,..\data\videos\10093.mp4,True,320
38995,now,train,13,..\data\videos\38995.mp4,True,1178
65299,candy,train,90,..\data\videos\65299.mp4,True,285
66387,remember,val,103,..\data\videos\66387.mp4,True,1434
63190,whistle,train,12,..\data\videos\63190.mp4,True,1953
32948,letter,val,31,..\data\videos\32948.mp4,True,1016
31751,kiss,val,31,..\data\videos\31751.mp4,True,977
34269,lunch,train,13,..\data\videos\34269.mp4,True,1051
45839,rabbit,train,4,..\data\videos\45839.mp4,True,1397
64413,young,train,27,..\data\videos\64413.mp4,True,1996
38623,noon,val,6,..\data\videos\38623.mp4,True,1168
22015,fire,test,10,..\data\videos\22015.mp4,True,706
20406,expert,train,6,..\data\videos\20406.mp4,True,662
65298,candy,train,90,..\data\videos\65298.mp4,True,285
36264,mirror,test,13,..\data\videos\36264.mp4,True,1099
2125,a lot,train,32,..\data\videos\02125.mp4,True,1
45851,rabbit,train,12,..\data\videos\45851.mp4,True,1397
69455,school,val,118,..\data\videos\69455.mp4,True,1509
2559,angle,train,4,..\data\videos\02559.mp4,True,66
58621,title,train,13,..\data\videos\58621.mp4,True,1817
4076,attract,train,12,..\data\videos\04076.mp4,True,111
10601,choir,train,38,..\data\videos\10601.mp4,True,337
57437,tent,train,56,..\data\videos\57437.mp4,True,1772
2609,anniversary,train,28,..\data\videos\02609.mp4,True,69
44347,present,train,11,..\data\videos\44347.mp4,True,1333
29089,impossible,train,4,..\data\videos\29089.mp4,True,909
19464,equal,train,12,..\data\videos\19464.mp4,True,632
66059,u,val,96,..\data\videos\66059.mp4,True,1871
35578,member,val,11,..\data\videos\35578.mp4,True,1082
60583,underwear,train,12,..\data\videos\60583.mp4,True,1877
43525,police,train,13,..\data\videos\43525.mp4,True,1300
66340,promote,val,99,..\data\videos\66340.mp4,True,1361
33238,lightning,train,8,..\data\videos\33238.mp4,True,1025
55295,structure,train,11,..\data\videos\55295.mp4,True,1699
19224,england,test,21,..\data\videos\19224.mp4,True,624
22974,forgive,val,2,..\data\videos\22974.mp4,True,733
16562,discover,train,6,..\data\videos\16562.mp4,True,534
14882,deaf,train,36,..\data\videos\14882.mp4,True,472
37828,necessary,val,2,..\data\videos\37828.mp4,True,1144
48346,robot,train,12,..\data\videos\48346.mp4,True,1473
24329,geography,test,19,..\data\videos\24329.mp4,True,773
35546,me,val,13,..\data\videos\35546.mp4,True,1071
15750,design,train,0,..\data\videos\15750.mp4,True,502
1505,agenda,train,33,..\data\videos\01505.mp4,True,37
17949,duck,train,21,..\data\videos\17949.mp4,True,575
18942,emergency,val,53,..\data\videos\18942.mp4,True,614
58669,tobacco,train,12,..\data\videos\58669.mp4,True,1820
2610,anniversary,train,38,..\data\videos\02610.mp4,True,69
65940,inform,train,96,..\data\videos\65940.mp4,True,919
65398,consume,test,102,..\data\videos\65398.mp4,True,406
31486,keep,train,45,..\data\videos\31486.mp4,True,969
21411,feed,train,10,..\data\videos\21411.mp4,True,692
46500,recent,train,2,..\data\videos\46500.mp4,True,1414
663,accomplish,train,26,..\data\videos\00663.mp4,True,9
11155,climb,val,12,..\data\videos\11155.mp4,True,354
69360,have,test,118,..\data\videos\69360.mp4,True,842
62709,wednesday,test,3,..\data\videos\62709.mp4,True,1935
65110,aunt,val,88,..\data\videos\65110.mp4,True,117
57777,then,train,12,..\data\videos\57777.mp4,True,1789
41454,past,train,11,..\data\videos\41454.mp4,True,1241
18204,earn,train,12,..\data\videos\18204.mp4,True,589
11061,clear,train,4,..\data\videos\11061.mp4,True,351
51502,sick,train,38,..\data\videos\51502.mp4,True,1568
16333,dinosaur,val,2,..\data\videos\16333.mp4,True,524
16926,divide,train,4,..\data\videos\16926.mp4,True,542
63448,wine,val,2,..\data\videos\63448.mp4,True,1964
55534,subtract,val,38,..\data\videos\55534.mp4,True,1706
35346,measure,train,12,..\data\videos\35346.mp4,True,1074
65691,fast,test,92,..\data\videos\65691.mp4,True,684
33206,light,test,4,..\data\videos\33206.mp4,True,1024
55984,support,train,41,..\data\videos\55984.mp4,True,1720
48747,rule,train,11,..\data\videos\48747.mp4,True,1486
24685,give up,train,10,..\data\videos\24685.mp4,True,785
64086,wrong,train,6,..\data\videos\64086.mp4,True,1990
52072,skate,train,10,..\data\videos\52072.mp4,True,1589
21491,fence,test,11,..\data\videos\21491.mp4,True,695
35901,m,train,41,..\data\videos\35901.mp4,True,1052
21209,father,train,21,..\data\videos\21209.mp4,True,686
28310,humble,train,4,..\data\videos\28310.mp4,True,891
45425,pure,train,12,..\data\videos\45425.mp4,True,1378
47554,resign,train,2,..\data\videos\47554.mp4,True,1448
66299,plate,train,101,..\data\videos\66299.mp4,True,1290
51662,sign language,test,10,..\data\videos\51662.mp4,True,1571
15199,defeat,train,41,..\data\videos\15199.mp4,True,483
59765,truck,train,15,..\data\videos\59765.mp4,True,1857
63837,world,train,10,..\data\videos\63837.mp4,True,1980
14131,cruel,val,10,..\data\videos\14131.mp4,True,445
58008,third,test,11,..\data\videos\58008.mp4,True,1800
44478,price,val,12,..\data\videos\44478.mp4,True,1339
65149,battery,test,90,..\data\videos\65149.mp4,True,157
62234,wander,val,11,..\data\videos\62234.mp4,True,1916
43368,pneumonia,train,45,..\data\videos\43368.mp4,True,1296
5706,beer,train,0,..\data\videos\05706.mp4,True,167
63364,will,train,11,..\data\videos\63364.mp4,True,1959
38267,n,train,11,..\data\videos\38267.mp4,True,1138
49477,scared,train,0,..\data\videos\49477.mp4,True,1507
36260,mirror,train,56,..\data\videos\36260.mp4,True,1099
3562,asia,val,8,..\data\videos\03562.mp4,True,101
5740,before,train,10,..\data\videos\05740.mp4,True,168
63853,worm,train,10,..\data\videos\63853.mp4,True,1981
9725,center,val,11,..\data\videos\09725.mp4,True,309
12020,common,train,12,..\data\videos\12020.mp4,True,381
65018,add,train,90,..\data\videos\65018.mp4,True,18
65087,appointment,train,89,..\data\videos\65087.mp4,True,82
19260,enjoy,train,39,..\data\videos\19260.mp4,True,626
46795,refer,val,10,..\data\videos\46795.mp4,True,1421
45526,put off,train,13,..\data\videos\45526.mp4,True,1384
32113,land,train,8,..\data\videos\32113.mp4,True,986
66573,struggle,train,100,..\data\videos\66573.mp4,True,1700
45686,queen,test,6,..\data\videos\45686.mp4,True,1390
64042,wristwatch,val,2,..\data\videos\64042.mp4,True,1988
34703,manager,train,13,..\data\videos\34703.mp4,True,1062
38181,newspaper,train,11,..\data\videos\38181.mp4,True,1158
8006,brush,val,10,..\data\videos\08006.mp4,True,248
18983,emotion,test,11,..\data\videos\18983.mp4,True,615
15701,descend,train,10,..\data\videos\15701.mp4,True,499
65118,awful,val,88,..\data\videos\65118.mp4,True,130
13208,cool,train,10,..\data\videos\13208.mp4,True,418
65366,clear,train,102,..\data\videos\65366.mp4,True,351
22913,forest,train,38,..\data\videos\22913.mp4,True,730
66502,skill,train,108,..\data\videos\66502.mp4,True,1593
14182,cry,train,11,..\data\videos\14182.mp4,True,447
66369,rain,train,101,..\data\videos\66369.mp4,True,1402
11444,coach,train,12,..\data\videos\11444.mp4,True,363
3493,article,val,11,..\data\videos\03493.mp4,True,99
32156,language,val,4,..\data\videos\32156.mp4,True,987
56482,sympathy,train,13,..\data\videos\56482.mp4,True,1742
18723,electrician,val,10,..\data\videos\18723.mp4,True,606
54076,spray,test,32,..\data\videos\54076.mp4,True,1659
45330,pumpkin,train,41,..\data\videos\45330.mp4,True,1375
41506,patient,train,38,..\data\videos\41506.mp4,True,1243
58908,tooth,train,26,..\data\videos\58908.mp4,True,1830
12874,contact,val,59,..\data\videos\12874.mp4,True,407
29919,inspire,val,28,..\data\videos\29919.mp4,True,925
3382,around,test,11,..\data\videos\03382.mp4,True,94
66069,light,val,90,..\data\videos\66069.mp4,True,1024
33052,library,train,36,..\data\videos\33052.mp4,True,1020
51223,short,train,32,..\data\videos\51223.mp4,True,1559
13172,cookie,train,0,..\data\videos\13172.mp4,True,417
3120,approve,test,35,..\data\videos\03120.mp4,True,86
24682,give up,val,21,..\data\videos\24682.mp4,True,785
11633,cold,train,10,..\data\videos\11633.mp4,True,368
30242,internet,test,41,..\data\videos\30242.mp4,True,932
3430,arrest,train,41,..\data\videos\03430.mp4,True,95
66442,seem,train,103,..\data\videos\66442.mp4,True,1525
39626,old,train,27,..\data\videos\39626.mp4,True,1199
26706,hate,train,11,..\data\videos\26706.mp4,True,841
5113,bark,train,10,..\data\videos\05113.mp4,True,150
18140,eagle,train,21,..\data\videos\18140.mp4,True,586
43698,popcorn,train,22,..\data\videos\43698.mp4,True,1307
9209,care,train,11,..\data\videos\09209.mp4,True,293
35947,microwave,test,39,..\data\videos\35947.mp4,True,1090
18275,easter,train,4,..\data\videos\18275.mp4,True,594
40836,paint,train,31,..\data\videos\40836.mp4,True,1229
1434,afternoon,train,36,..\data\videos\01434.mp4,True,33
64419,young,val,12,..\data\videos\64419.mp4,True,1996
894,activity,train,10,..\data\videos\00894.mp4,True,15
18720,electrician,train,0,..\data\videos\18720.mp4,True,606
52660,smooth,test,2,..\data\videos\52660.mp4,True,1611
42597,pick,val,12,..\data\videos\42597.mp4,True,1276
48109,right,train,13,..\data\videos\48109.mp4,True,1465
31264,judge,train,12,..\data\videos\31264.mp4,True,962
5087,bar,train,32,..\data\videos\05087.mp4,True,148
41664,peach,train,13,..\data\videos\41664.mp4,True,1249
58387,ticket,val,56,..\data\videos\58387.mp4,True,1810
65401,convince,val,91,..\data\videos\65401.mp4,True,415
22700,fold,val,11,..\data\videos\22700.mp4,True,723
50409,sentence,train,4,..\data\videos\50409.mp4,True,1533
16564,discover,val,21,..\data\videos\16564.mp4,True,534
48567,rose,val,13,..\data\videos\48567.mp4,True,1481
56763,take turns,test,13,..\data\videos\56763.mp4,True,1746
30985,jealous,train,11,..\data\videos\30985.mp4,True,954
10602,choir,train,15,..\data\videos\10602.mp4,True,337
32326,later,train,13,..\data\videos\32326.mp4,True,994
47668,rest,test,56,..\data\videos\47668.mp4,True,1453
65054,allow,train,89,..\data\videos\65054.mp4,True,52
69539,with,test,115,..\data\videos\69539.mp4,True,1967
32257,last,train,11,..\data\videos\32257.mp4,True,990
65549,dry,train,94,..\data\videos\65549.mp4,True,574
44400,pressure,val,11,..\data\videos\44400.mp4,True,1336
2003,all,train,12,..\data\videos\02003.mp4,True,48
8341,bush,train,59,..\data\videos\08341.mp4,True,257
1965,allergy,val,41,..\data\videos\01965.mp4,True,50
66684,turn,val,93,..\data\videos\66684.mp4,True,1864
50199,seldom,train,11,..\data\videos\50199.mp4,True,1526
47606,respect,test,13,..\data\videos\47606.mp4,True,1450
69505,think,train,115,..\data\videos\69505.mp4,True,1799
16806,dissolve,train,13,..\data\videos\16806.mp4,True,539
17713,drink,test,21,..\data\videos\17713.mp4,True,568
17896,drum,val,2,..\data\videos\17896.mp4,True,572
10688,christian,val,4,..\data\videos\10688.mp4,True,342
66567,strawberry,train,91,..\data\videos\66567.mp4,True,1693
66383,regular,test,103,..\data\videos\66383.mp4,True,1424
65412,counsel,val,102,..\data\videos\65412.mp4,True,428
1839,alcohol,train,12,..\data\videos\01839.mp4,True,46
57321,temple,val,2,..\data\videos\57321.mp4,True,1766
21855,find,test,21,..\data\videos\21855.mp4,True,702
4307,available,train,12,..\data\videos\04307.mp4,True,123
30327,interview,train,41,..\data\videos\30327.mp4,True,937
58370,thursday,val,12,..\data\videos\58370.mp4,True,1809
22750,food,train,12,..\data\videos\22750.mp4,True,725
11624,cold,train,6,..\data\videos\11624.mp4,True,368
31054,jesus,train,11,..\data\videos\31054.mp4,True,955
35210,maximum,train,33,..\data\videos\35210.mp4,True,1069
44849,progress,train,12,..\data\videos\44849.mp4,True,1358
21869,fine,train,2,..\data\videos\21869.mp4,True,703
59104,tournament,val,4,..\data\videos\59104.mp4,True,1839
22121,fish,train,11,..\data\videos\22121.mp4,True,709
63280,why,train,42,..\data\videos\63280.mp4,True,1956
65468,design,val,90,..\data\videos\65468.mp4,True,502
63962,wow,test,10,..\data\videos\63962.mp4,True,1985
6533,blame,train,11,..\data\videos\06533.mp4,True,197
65854,green,train,94,..\data\videos\65854.mp4,True,814
22804,football,train,32,..\data\videos\22804.mp4,True,727
19970,evidence,train,39,..\data\videos\19970.mp4,True,647
