video_id,gloss,split,signer_id,video_path,exists,label
08929,candy,val,12,..\data\videos\08929.mp4,True,285
08916,candy,train,36,..\data\videos\08916.mp4,True,285
08917,candy,train,39,..\data\videos\08917.mp4,True,285
08918,candy,val,39,..\data\videos\08918.mp4,True,285
08919,candy,train,4,..\data\videos\08919.mp4,True,285
08920,candy,train,4,..\data\videos\08920.mp4,True,285
08921,candy,train,17,..\data\videos\08921.mp4,True,285
65298,candy,train,90,..\data\videos\65298.mp4,True,285
08924,candy,train,11,..\data\videos\08924.mp4,True,285
65299,candy,train,90,..\data\videos\65299.mp4,True,285
65300,candy,test,89,..\data\videos\65300.mp4,True,285
08915,candy,test,56,..\data\videos\08915.mp4,True,285
08925,candy,test,11,..\data\videos\08925.mp4,True,285
65415,cousin,test,102,..\data\videos\65415.mp4,True,433
13647,cousin,train,41,..\data\videos\13647.mp4,True,433
13648,cousin,train,41,..\data\videos\13648.mp4,True,433
13631,cousin,train,38,..\data\videos\13631.mp4,True,433
13632,cousin,train,38,..\data\videos\13632.mp4,True,433
13633,cousin,val,60,..\data\videos\13633.mp4,True,433
13634,cousin,val,59,..\data\videos\13634.mp4,True,433
13635,cousin,test,59,..\data\videos\13635.mp4,True,433
13636,cousin,train,59,..\data\videos\13636.mp4,True,433
13630,cousin,train,35,..\data\videos\13630.mp4,True,433
13640,cousin,train,11,..\data\videos\13640.mp4,True,433
13641,cousin,val,11,..\data\videos\13641.mp4,True,433
13642,cousin,train,11,..\data\videos\13642.mp4,True,433
13646,cousin,train,41,..\data\videos\13646.mp4,True,433
14882,deaf,train,36,..\data\videos\14882.mp4,True,472
14903,deaf,val,12,..\data\videos\14903.mp4,True,472
14883,deaf,test,45,..\data\videos\14883.mp4,True,472
14884,deaf,train,4,..\data\videos\14884.mp4,True,472
14885,deaf,train,45,..\data\videos\14885.mp4,True,472
14886,deaf,train,4,..\data\videos\14886.mp4,True,472
65445,deaf,train,90,..\data\videos\65445.mp4,True,472
14887,deaf,val,59,..\data\videos\14887.mp4,True,472
14888,deaf,test,15,..\data\videos\14888.mp4,True,472
14893,deaf,train,10,..\data\videos\14893.mp4,True,472
14894,deaf,train,10,..\data\videos\14894.mp4,True,472
21870,fine,train,38,..\data\videos\21870.mp4,True,703
21890,fine,test,12,..\data\videos\21890.mp4,True,703
21891,fine,train,41,..\data\videos\21891.mp4,True,703
21871,fine,train,36,..\data\videos\21871.mp4,True,703
21872,fine,val,52,..\data\videos\21872.mp4,True,703
21869,fine,train,2,..\data\videos\21869.mp4,True,703
21874,fine,val,21,..\data\videos\21874.mp4,True,703
21878,fine,train,11,..\data\videos\21878.mp4,True,703
21883,fine,train,11,..\data\videos\21883.mp4,True,703
69364,help,val,115,..\data\videos\69364.mp4,True,858
27221,help,train,12,..\data\videos\27221.mp4,True,858
27206,help,train,36,..\data\videos\27206.mp4,True,858
27207,help,train,4,..\data\videos\27207.mp4,True,858
27208,help,train,21,..\data\videos\27208.mp4,True,858
27209,help,test,17,..\data\videos\27209.mp4,True,858
65890,help,train,90,..\data\videos\65890.mp4,True,858
27213,help,test,10,..\data\videos\27213.mp4,True,858
27214,help,train,11,..\data\videos\27214.mp4,True,858
65891,help,val,90,..\data\videos\65891.mp4,True,858
65889,help,train,90,..\data\videos\65889.mp4,True,858
27215,help,train,11,..\data\videos\27215.mp4,True,858
27216,help,train,11,..\data\videos\27216.mp4,True,858
27217,help,train,11,..\data\videos\27217.mp4,True,858
69411,no,val,118,..\data\videos\69411.mp4,True,1166
38525,no,test,36,..\data\videos\38525.mp4,True,1166
38544,no,train,41,..\data\videos\38544.mp4,True,1166
38527,no,train,3,..\data\videos\38527.mp4,True,1166
38529,no,train,13,..\data\videos\38529.mp4,True,1166
38530,no,train,15,..\data\videos\38530.mp4,True,1166
38532,no,train,10,..\data\videos\38532.mp4,True,1166
38533,no,val,10,..\data\videos\38533.mp4,True,1166
66183,no,train,102,..\data\videos\66183.mp4,True,1166
38524,no,train,56,..\data\videos\38524.mp4,True,1166
38534,no,train,11,..\data\videos\38534.mp4,True,1166
57948,thin,val,10,..\data\videos\57948.mp4,True,1797
57949,thin,train,10,..\data\videos\57949.mp4,True,1797
57934,thin,train,38,..\data\videos\57934.mp4,True,1797
57953,thin,train,12,..\data\videos\57953.mp4,True,1797
57935,thin,train,38,..\data\videos\57935.mp4,True,1797
57936,thin,train,32,..\data\videos\57936.mp4,True,1797
57937,thin,train,4,..\data\videos\57937.mp4,True,1797
66606,thin,train,92,..\data\videos\66606.mp4,True,1797
57939,thin,train,39,..\data\videos\57939.mp4,True,1797
57940,thin,train,6,..\data\videos\57940.mp4,True,1797
57941,thin,test,32,..\data\videos\57941.mp4,True,1797
57942,thin,train,13,..\data\videos\57942.mp4,True,1797
66607,thin,val,93,..\data\videos\66607.mp4,True,1797
57933,thin,val,56,..\data\videos\57933.mp4,True,1797
57943,thin,test,34,..\data\videos\57943.mp4,True,1797
57947,thin,train,10,..\data\videos\57947.mp4,True,1797
62175,walk,train,41,..\data\videos\62175.mp4,True,1913
62159,walk,train,36,..\data\videos\62159.mp4,True,1913
62160,walk,test,39,..\data\videos\62160.mp4,True,1913
62163,walk,train,39,..\data\videos\62163.mp4,True,1913
62164,walk,train,13,..\data\videos\62164.mp4,True,1913
66743,walk,train,100,..\data\videos\66743.mp4,True,1913
66742,walk,train,107,..\data\videos\66742.mp4,True,1913
62158,walk,val,56,..\data\videos\62158.mp4,True,1913
62168,walk,train,10,..\data\videos\62168.mp4,True,1913
62169,walk,train,10,..\data\videos\62169.mp4,True,1913
62170,walk,train,11,..\data\videos\62170.mp4,True,1913
64211,year,val,4,..\data\videos\64211.mp4,True,1991
64224,year,train,12,..\data\videos\64224.mp4,True,1991
64210,year,test,36,..\data\videos\64210.mp4,True,1991
64212,year,train,4,..\data\videos\64212.mp4,True,1991
66818,year,train,88,..\data\videos\66818.mp4,True,1991
64213,year,train,13,..\data\videos\64213.mp4,True,1991
66816,year,train,93,..\data\videos\66816.mp4,True,1991
64209,year,test,42,..\data\videos\64209.mp4,True,1991
64219,year,train,11,..\data\videos\64219.mp4,True,1991
64218,year,train,11,..\data\videos\64218.mp4,True,1991
69546,yes,val,118,..\data\videos\69546.mp4,True,1993
64287,yes,val,13,..\data\videos\64287.mp4,True,1993
64284,yes,train,3,..\data\videos\64284.mp4,True,1993
64291,yes,train,10,..\data\videos\64291.mp4,True,1993
64292,yes,train,10,..\data\videos\64292.mp4,True,1993
64293,yes,test,10,..\data\videos\64293.mp4,True,1993
66820,yes,train,88,..\data\videos\66820.mp4,True,1993
64280,yes,train,28,..\data\videos\64280.mp4,True,1993
64300,yes,train,41,..\data\videos\64300.mp4,True,1993
64281,yes,train,36,..\data\videos\64281.mp4,True,1993
64288,yes,train,15,..\data\videos\64288.mp4,True,1993
64283,yes,train,4,..\data\videos\64283.mp4,True,1993
69206,all,train,115,..\data\videos\69206.mp4,True,48
02003,all,train,12,..\data\videos\02003.mp4,True,48
01987,all,train,38,..\data\videos\01987.mp4,True,48
01988,all,train,13,..\data\videos\01988.mp4,True,48
01991,all,train,10,..\data\videos\01991.mp4,True,48
01992,all,train,10,..\data\videos\01992.mp4,True,48
65043,all,train,88,..\data\videos\65043.mp4,True,48
01986,all,test,2,..\data\videos\01986.mp4,True,48
69236,black,val,118,..\data\videos\69236.mp4,True,196
06472,black,train,36,..\data\videos\06472.mp4,True,196
06473,black,train,4,..\data\videos\06473.mp4,True,196
06474,black,train,59,..\data\videos\06474.mp4,True,196
06476,black,val,11,..\data\videos\06476.mp4,True,196
06477,black,train,11,..\data\videos\06477.mp4,True,196
06478,black,train,11,..\data\videos\06478.mp4,True,196
65200,black,train,90,..\data\videos\65200.mp4,True,196
06471,black,train,56,..\data\videos\06471.mp4,True,196
06486,black,train,12,..\data\videos\06486.mp4,True,196
69281,cool,train,116,..\data\videos\69281.mp4,True,418
65403,cool,train,102,..\data\videos\65403.mp4,True,418
13213,cool,train,10,..\data\videos\13213.mp4,True,418
13197,cool,val,4,..\data\videos\13197.mp4,True,418
13216,cool,train,12,..\data\videos\13216.mp4,True,418
13217,cool,train,12,..\data\videos\13217.mp4,True,418
13198,cool,test,4,..\data\videos\13198.mp4,True,418
13199,cool,train,4,..\data\videos\13199.mp4,True,418
13200,cool,train,4,..\data\videos\13200.mp4,True,418
13201,cool,train,59,..\data\videos\13201.mp4,True,418
65402,cool,val,99,..\data\videos\65402.mp4,True,418
13202,cool,train,59,..\data\videos\13202.mp4,True,418
13203,cool,val,17,..\data\videos\13203.mp4,True,418
13196,cool,test,4,..\data\videos\13196.mp4,True,418
13208,cool,train,10,..\data\videos\13208.mp4,True,418
13209,cool,train,10,..\data\videos\13209.mp4,True,418
21942,finish,val,36,..\data\videos\21942.mp4,True,705
21943,finish,train,32,..\data\videos\21943.mp4,True,705
21944,finish,test,45,..\data\videos\21944.mp4,True,705
21945,finish,train,21,..\data\videos\21945.mp4,True,705
21949,finish,val,10,..\data\videos\21949.mp4,True,705
21950,finish,train,11,..\data\videos\21950.mp4,True,705
65721,finish,train,94,..\data\videos\65721.mp4,True,705
21941,finish,train,37,..\data\videos\21941.mp4,True,705
21951,finish,train,11,..\data\videos\21951.mp4,True,705
69368,hot,val,118,..\data\videos\69368.mp4,True,884
28125,hot,train,12,..\data\videos\28125.mp4,True,884
28108,hot,train,36,..\data\videos\28108.mp4,True,884
28109,hot,train,52,..\data\videos\28109.mp4,True,884
28110,hot,train,6,..\data\videos\28110.mp4,True,884
28111,hot,train,39,..\data\videos\28111.mp4,True,884
28112,hot,val,21,..\data\videos\28112.mp4,True,884
28115,hot,train,11,..\data\videos\28115.mp4,True,884
28116,hot,train,11,..\data\videos\28116.mp4,True,884
28107,hot,train,0,..\data\videos\28107.mp4,True,884
69389,like,test,118,..\data\videos\69389.mp4,True,1026
33266,like,train,8,..\data\videos\33266.mp4,True,1026
33285,like,train,12,..\data\videos\33285.mp4,True,1026
33267,like,train,38,..\data\videos\33267.mp4,True,1026
33286,like,test,12,..\data\videos\33286.mp4,True,1026
33268,like,val,60,..\data\videos\33268.mp4,True,1026
33269,like,train,13,..\data\videos\33269.mp4,True,1026
33270,like,val,13,..\data\videos\33270.mp4,True,1026
33273,like,train,11,..\data\videos\33273.mp4,True,1026
33274,like,train,11,..\data\videos\33274.mp4,True,1026
69396,many,val,118,..\data\videos\69396.mp4,True,1063
34823,many,train,2,..\data\videos\34823.mp4,True,1063
34824,many,train,38,..\data\videos\34824.mp4,True,1063
34825,many,train,6,..\data\videos\34825.mp4,True,1063
34826,many,train,6,..\data\videos\34826.mp4,True,1063
34827,many,train,13,..\data\videos\34827.mp4,True,1063
34830,many,train,11,..\data\videos\34830.mp4,True,1063
34831,many,train,11,..\data\videos\34831.mp4,True,1063
34832,many,train,11,..\data\videos\34832.mp4,True,1063
34839,many,train,41,..\data\videos\34839.mp4,True,1063
69402,mother,val,116,..\data\videos\69402.mp4,True,1118
36946,mother,train,41,..\data\videos\36946.mp4,True,1118
36930,mother,train,36,..\data\videos\36930.mp4,True,1118
36931,mother,train,4,..\data\videos\36931.mp4,True,1118
36932,mother,train,52,..\data\videos\36932.mp4,True,1118
36933,mother,train,13,..\data\videos\36933.mp4,True,1118
36936,mother,train,11,..\data\videos\36936.mp4,True,1118
36937,mother,train,11,..\data\videos\36937.mp4,True,1118
66147,mother,train,97,..\data\videos\66147.mp4,True,1118
66146,mother,train,90,..\data\videos\66146.mp4,True,1118
36929,mother,train,56,..\data\videos\36929.mp4,True,1118
69413,now,val,118,..\data\videos\69413.mp4,True,1178
38994,now,val,70,..\data\videos\38994.mp4,True,1178
38999,now,train,11,..\data\videos\38999.mp4,True,1178
39000,now,val,11,..\data\videos\39000.mp4,True,1178
38990,now,train,2,..\data\videos\38990.mp4,True,1178
39006,now,train,12,..\data\videos\39006.mp4,True,1178
38991,now,test,56,..\data\videos\38991.mp4,True,1178
38995,now,train,13,..\data\videos\38995.mp4,True,1178
38997,now,train,11,..\data\videos\38997.mp4,True,1178
69422,orange,val,118,..\data\videos\69422.mp4,True,1212
40115,orange,train,2,..\data\videos\40115.mp4,True,1212
40116,orange,train,36,..\data\videos\40116.mp4,True,1212
40117,orange,train,39,..\data\videos\40117.mp4,True,1212
40118,orange,val,13,..\data\videos\40118.mp4,True,1212
40119,orange,train,13,..\data\videos\40119.mp4,True,1212
40121,orange,train,11,..\data\videos\40121.mp4,True,1212
66246,orange,train,107,..\data\videos\66246.mp4,True,1212
40129,orange,train,12,..\data\videos\40129.mp4,True,1212
40130,orange,train,12,..\data\videos\40130.mp4,True,1212
56557,table,train,4,..\data\videos\56557.mp4,True,1744
56579,table,train,12,..\data\videos\56579.mp4,True,1744
56558,table,train,13,..\data\videos\56558.mp4,True,1744
56556,table,train,38,..\data\videos\56556.mp4,True,1744
56563,table,train,11,..\data\videos\56563.mp4,True,1744
57628,thanksgiving,val,19,..\data\videos\57628.mp4,True,1782
57647,thanksgiving,train,12,..\data\videos\57647.mp4,True,1782
57629,thanksgiving,val,2,..\data\videos\57629.mp4,True,1782
57630,thanksgiving,train,38,..\data\videos\57630.mp4,True,1782
57631,thanksgiving,train,38,..\data\videos\57631.mp4,True,1782
57632,thanksgiving,train,4,..\data\videos\57632.mp4,True,1782
57633,thanksgiving,train,13,..\data\videos\57633.mp4,True,1782
57634,thanksgiving,train,15,..\data\videos\57634.mp4,True,1782
57635,thanksgiving,train,15,..\data\videos\57635.mp4,True,1782
57638,thanksgiving,train,10,..\data\videos\57638.mp4,True,1782
57639,thanksgiving,val,10,..\data\videos\57639.mp4,True,1782
57640,thanksgiving,test,10,..\data\videos\57640.mp4,True,1782
57641,thanksgiving,train,11,..\data\videos\57641.mp4,True,1782
69531,what,val,118,..\data\videos\69531.mp4,True,1946
62967,what,test,39,..\data\videos\62967.mp4,True,1946
62968,what,train,32,..\data\videos\62968.mp4,True,1946
62970,what,train,13,..\data\videos\62970.mp4,True,1946
66769,what,train,88,..\data\videos\66769.mp4,True,1946
62987,what,test,12,..\data\videos\62987.mp4,True,1946
62964,what,train,42,..\data\videos\62964.mp4,True,1946
62988,what,val,12,..\data\videos\62988.mp4,True,1946
62975,what,test,10,..\data\videos\62975.mp4,True,1946
62965,what,val,36,..\data\videos\62965.mp4,True,1946
62979,what,train,11,..\data\videos\62979.mp4,True,1946
62966,what,train,4,..\data\videos\62966.mp4,True,1946
63679,woman,train,41,..\data\videos\63679.mp4,True,1972
63665,woman,train,36,..\data\videos\63665.mp4,True,1972
63666,woman,train,36,..\data\videos\63666.mp4,True,1972
63667,woman,train,4,..\data\videos\63667.mp4,True,1972
63668,woman,train,39,..\data\videos\63668.mp4,True,1972
63669,woman,val,13,..\data\videos\63669.mp4,True,1972
63672,woman,train,11,..\data\videos\63672.mp4,True,1972
63673,woman,train,11,..\data\videos\63673.mp4,True,1972
66798,woman,train,88,..\data\videos\66798.mp4,True,1972
66799,woman,train,88,..\data\videos\66799.mp4,True,1972
63664,woman,test,42,..\data\videos\63664.mp4,True,1972
05644,bed,train,12,..\data\videos\05644.mp4,True,164
05629,bed,train,2,..\data\videos\05629.mp4,True,164
05630,bed,train,38,..\data\videos\05630.mp4,True,164
05631,bed,train,4,..\data\videos\05631.mp4,True,164
05632,bed,train,4,..\data\videos\05632.mp4,True,164
05633,bed,train,4,..\data\videos\05633.mp4,True,164
05634,bed,train,13,..\data\videos\05634.mp4,True,164
05636,bed,train,10,..\data\videos\05636.mp4,True,164
65162,bed,train,91,..\data\videos\65162.mp4,True,164
05637,bed,train,10,..\data\videos\05637.mp4,True,164
65163,bed,val,89,..\data\videos\65163.mp4,True,164
65161,bed,train,88,..\data\videos\65161.mp4,True,164
05638,bed,train,11,..\data\videos\05638.mp4,True,164
69238,blue,val,118,..\data\videos\69238.mp4,True,204
06835,blue,train,59,..\data\videos\06835.mp4,True,204
06839,blue,train,10,..\data\videos\06839.mp4,True,204
65216,blue,train,90,..\data\videos\65216.mp4,True,204
06832,blue,train,8,..\data\videos\06832.mp4,True,204
06845,blue,test,41,..\data\videos\06845.mp4,True,204
06833,blue,train,36,..\data\videos\06833.mp4,True,204
06834,blue,train,46,..\data\videos\06834.mp4,True,204
07389,bowling,train,38,..\data\videos\07389.mp4,True,222
07390,bowling,train,31,..\data\videos\07390.mp4,True,222
07391,bowling,train,31,..\data\videos\07391.mp4,True,222
07392,bowling,train,31,..\data\videos\07392.mp4,True,222
07393,bowling,train,4,..\data\videos\07393.mp4,True,222
07394,bowling,train,59,..\data\videos\07394.mp4,True,222
07397,bowling,train,11,..\data\videos\07397.mp4,True,222
65242,bowling,train,99,..\data\videos\65242.mp4,True,222
65241,bowling,train,90,..\data\videos\65241.mp4,True,222
07388,bowling,val,2,..\data\videos\07388.mp4,True,222
07398,bowling,val,11,..\data\videos\07398.mp4,True,222
07399,bowling,train,11,..\data\videos\07399.mp4,True,222
07400,bowling,test,11,..\data\videos\07400.mp4,True,222
69257,can,test,118,..\data\videos\69257.mp4,True,280
65294,can,val,90,..\data\videos\65294.mp4,True,280
08955,can,train,12,..\data\videos\08955.mp4,True,280
08935,can,train,38,..\data\videos\08935.mp4,True,280
08936,can,train,70,..\data\videos\08936.mp4,True,280
08937,can,train,59,..\data\videos\08937.mp4,True,280
08938,can,train,59,..\data\videos\08938.mp4,True,280
08942,can,train,11,..\data\videos\08942.mp4,True,280
08944,can,train,11,..\data\videos\08944.mp4,True,280
69298,dog,train,118,..\data\videos\69298.mp4,True,548
17097,dog,test,12,..\data\videos\17097.mp4,True,548
17084,dog,train,8,..\data\videos\17084.mp4,True,548
17085,dog,train,36,..\data\videos\17085.mp4,True,548
17086,dog,train,38,..\data\videos\17086.mp4,True,548
17087,dog,train,21,..\data\videos\17087.mp4,True,548
17090,dog,train,10,..\data\videos\17090.mp4,True,548
17091,dog,train,11,..\data\videos\17091.mp4,True,548
65506,dog,test,102,..\data\videos\65506.mp4,True,548
65507,dog,train,99,..\data\videos\65507.mp4,True,548
17083,dog,val,8,..\data\videos\17083.mp4,True,548
69316,family,val,116,..\data\videos\69316.mp4,True,678
20980,family,train,36,..\data\videos\20980.mp4,True,678
20981,family,train,52,..\data\videos\20981.mp4,True,678
20982,family,train,6,..\data\videos\20982.mp4,True,678
20983,family,train,21,..\data\videos\20983.mp4,True,678
20986,family,train,11,..\data\videos\20986.mp4,True,678
20987,family,train,11,..\data\videos\20987.mp4,True,678
65677,family,train,98,..\data\videos\65677.mp4,True,678
20978,family,train,19,..\data\videos\20978.mp4,True,678
20992,family,train,41,..\data\videos\20992.mp4,True,678
20979,family,train,37,..\data\videos\20979.mp4,True,678
69325,fish,train,116,..\data\videos\69325.mp4,True,709
22130,fish,train,12,..\data\videos\22130.mp4,True,709
22114,fish,val,0,..\data\videos\22114.mp4,True,709
22115,fish,train,38,..\data\videos\22115.mp4,True,709
22116,fish,train,32,..\data\videos\22116.mp4,True,709
22117,fish,test,21,..\data\videos\22117.mp4,True,709
22120,fish,train,11,..\data\videos\22120.mp4,True,709
22121,fish,train,11,..\data\videos\22121.mp4,True,709
65731,fish,train,94,..\data\videos\65731.mp4,True,709
22113,fish,val,19,..\data\videos\22113.mp4,True,709
25339,graduate,train,12,..\data\videos\25339.mp4,True,802
25322,graduate,train,38,..\data\videos\25322.mp4,True,802
25323,graduate,train,45,..\data\videos\25323.mp4,True,802
25324,graduate,train,45,..\data\videos\25324.mp4,True,802
25325,graduate,train,45,..\data\videos\25325.mp4,True,802
25326,graduate,train,21,..\data\videos\25326.mp4,True,802
65843,graduate,val,106,..\data\videos\65843.mp4,True,802
25329,graduate,train,11,..\data\videos\25329.mp4,True,802
25330,graduate,val,11,..\data\videos\25330.mp4,True,802
25321,graduate,train,0,..\data\videos\25321.mp4,True,802
69359,hat,val,116,..\data\videos\69359.mp4,True,840
26713,hat,train,38,..\data\videos\26713.mp4,True,840
26712,hat,train,35,..\data\videos\26712.mp4,True,840
26739,hat,train,41,..\data\videos\26739.mp4,True,840
26741,hat,train,12,..\data\videos\26741.mp4,True,840
26714,hat,train,32,..\data\videos\26714.mp4,True,840
26715,hat,train,21,..\data\videos\26715.mp4,True,840
26717,hat,train,10,..\data\videos\26717.mp4,True,840
26719,hat,train,11,..\data\videos\26719.mp4,True,840
65884,hearing,test,106,..\data\videos\65884.mp4,True,849
26972,hearing,train,36,..\data\videos\26972.mp4,True,849
26973,hearing,train,45,..\data\videos\26973.mp4,True,849
26974,hearing,train,4,..\data\videos\26974.mp4,True,849
26975,hearing,train,21,..\data\videos\26975.mp4,True,849
26976,hearing,train,15,..\data\videos\26976.mp4,True,849
26971,hearing,train,0,..\data\videos\26971.mp4,True,849
26980,hearing,train,11,..\data\videos\26980.mp4,True,849
31767,kiss,train,41,..\data\videos\31767.mp4,True,977
31750,kiss,test,31,..\data\videos\31750.mp4,True,977
31751,kiss,val,31,..\data\videos\31751.mp4,True,977
31752,kiss,train,31,..\data\videos\31752.mp4,True,977
31753,kiss,train,21,..\data\videos\31753.mp4,True,977
31755,kiss,train,11,..\data\videos\31755.mp4,True,977
31756,kiss,train,11,..\data\videos\31756.mp4,True,977
65996,kiss,train,90,..\data\videos\65996.mp4,True,977
31749,kiss,test,38,..\data\videos\31749.mp4,True,977
32156,language,val,4,..\data\videos\32156.mp4,True,987
32157,language,test,4,..\data\videos\32157.mp4,True,987
32158,language,train,4,..\data\videos\32158.mp4,True,987
32160,language,train,13,..\data\videos\32160.mp4,True,987
32163,language,train,11,..\data\videos\32163.mp4,True,987
66008,language,train,90,..\data\videos\66008.mp4,True,987
66007,language,train,90,..\data\videos\66007.mp4,True,987
32154,language,val,8,..\data\videos\32154.mp4,True,987
32167,language,test,12,..\data\videos\32167.mp4,True,987
32155,language,train,4,..\data\videos\32155.mp4,True,987
32337,later,train,12,..\data\videos\32337.mp4,True,994
32338,later,train,12,..\data\videos\32338.mp4,True,994
32320,later,val,8,..\data\videos\32320.mp4,True,994
32321,later,train,4,..\data\videos\32321.mp4,True,994
32322,later,train,4,..\data\videos\32322.mp4,True,994
32323,later,val,4,..\data\videos\32323.mp4,True,994
32324,later,train,39,..\data\videos\32324.mp4,True,994
32325,later,val,70,..\data\videos\32325.mp4,True,994
66015,later,val,96,..\data\videos\66015.mp4,True,994
32326,later,train,13,..\data\videos\32326.mp4,True,994
66014,later,train,90,..\data\videos\66014.mp4,True,994
32333,later,train,11,..\data\videos\32333.mp4,True,994
69395,man,val,116,..\data\videos\69395.mp4,True,1060
34746,man,train,41,..\data\videos\34746.mp4,True,1060
34733,man,train,36,..\data\videos\34733.mp4,True,1060
34734,man,train,36,..\data\videos\34734.mp4,True,1060
